Crakehill,Skip Bridge,Westwick,Arkengarthdale,East Cowton,Malham Tarn,Snaizeholme,Skelton
0.170624943,0.197917771,0.142389958,0.1,0.1,0.12031746,0.1,0.176085381
0.178333486,0.206347644,0.160655672,0.111367673,0.1,0.163492063,0.14047619,0.296227774
0.136120033,0.138514929,0.156540726,0.21651865,0.142512077,0.554603175,0.104761905,0.21376264
0.147132238,0.202531486,0.130963137,0.1,0.1,0.1,0.1,0.164906414
0.109360374,0.110711491,0.104607277,0.1,0.1,0.102539683,0.1,0.11167581
0.137221254,0.169155246,0.12555394,0.102841918,0.1,0.1,0.1,0.151261234
0.119344774,0.116647737,0.115819106,0.1,0.1,0.1,0.1,0.123214808
0.202927411,0.219148936,0.181883974,0.102841918,0.1,0.155873016,0.10952381,0.210540362
0.154473708,0.192587264,0.135213527,0.145470693,0.150241546,0.285396825,0.226190476,0.178695607
0.128044416,0.125168471,0.11516983,0.1,0.1,0.1,0.1,0.132089576
0.159612737,0.139635547,0.134407308,0.1,0.1,0.102539683,0.102380952,0.16613052
0.171726163,0.200078241,0.148650523,0.1,0.1,0.1,0.1,0.186436277
0.1504359,0.172819969,0.144759169,0.136944938,0.130917874,0.158412698,0.144047619,0.187714387
0.304606773,0.196231796,0.171794403,0.131261101,0.227536232,0.105079365,0.104761905,0.207552103
0.293594567,0.357651246,0.28210461,0.620071048,0.9,0.458095238,0.495238095,0.323410125
0.235596953,0.238906136,0.182200012,0.1,0.103864734,0.143174603,0.121428571,0.253852108
0.137221254,0.128752429,0.122281763,0.108525755,0.1,0.178730159,0.147619048,0.143034522
0.117435992,0.122876757,0.121789432,0.142628774,0.188888889,0.209206349,0.1,0.136193931
0.16511884,0.201107998,0.143720758,0.111367673,0.1,0.107619048,0.107142857,0.183087987
0.297999449,0.348302668,0.238196809,0.193783304,0.103864734,0.338730159,0.147619048,0.272429715
0.216509131,0.246114434,0.187832801,0.102841918,0.1,0.127936508,0.102380952,0.2283259
0.346086079,0.377176245,0.225492936,0.119893428,0.107729469,0.125396825,0.138095238,0.454461461
0.20696522,0.242106459,0.159075481,0.145470693,0.20821256,0.1,0.123809524,0.339431511
0.140891989,0.130155725,0.126852491,0.114209591,0.12705314,0.148253968,0.121428571,0.164240357
0.262393319,0.303084223,0.17801627,0.1,0.1,0.107619048,0.107142857,0.286506933
